3.90799e-14	0.000985395	0.041631
0.176643	0.364602	0.0913306
0.0922976	0.487217	0.52675
0.454433	0.233178	0.831292
0.931731	0.56806	0.556094
0.0508319	0.767051	0.0189148
0.25236	0.298197	0.875981
0.531557	0.920261	0.515431
0.810429	0.18842	0.886314
0.570614	0.0767746	0.815274
0.984891	0.118352	0.893906
0.784484	0.100916	0.253311
0.0198417	0.378377	0.678877
0.680923	0.752707	0.00622945
0.624407	0.126462	0.61755
0.770928	0.186536	0.496722
0.5095	0.315939	0.701703
0.367247	0.876312	0.370995
0.525252	0.427835	0.542743
0.667979	0.171142	0.830779
0.861905	0.769221	0.0525795
0.96673	0.334284	0.0820965
0.270315	0.0742624	0.676226
0.810159	0.464211	0.569185
0.512203	0.58651	0.738759
0.871689	0.577967	0.964704
0.333529	0.392828	0.176928
0.111869	0.852681	0.811172
0.954887	0.904283	0.138915
0.686187	0.126987	0.0040902
0.000502785	0.192952	0.58678
0.374959	0.0267859	0.464765
0.785343	0.442235	0.287904
0.853353	0.525972	0.728417
0.266314	0.783484	0.468044
0.196997	0.447177	0.72844
0.966093	0.756841	0.466057
0.868966	0.134039	0.846053
0.0180877	0.940855	0.670082
0.799972	0.143217	0.61046
0.908283	0.774415	0.366065
0.944288	0.884822	0.445171
0.163028	0.424817	0.479854
0.0311283	0.60843	0.792261
0.182497	0.525121	0.898759
0.30879	0.942626	0.388025
0.930512	0.911384	0.337718
0.532812	0.702077	0.971011
0.768085	0.751941	0.0908641
0.853967	0.174644	0.0197704
0.419054	0.29637	0.378232
0.418716	0.138448	0.380847
0.29978	0.0210121	0.238803
0.0371094	0.221059	0.525435
0.494525	0.882522	0.77383
0.0590025	0.119801	0.547801
0.341916	0.456812	0.588122
0.58515	0.069927	0.818931
0.403161	0.585483	0.191161
0.892277	0.176332	0.207704
0.115748	0.158915	0.992644
0.681571	0.811796	0.642215
0.329342	0.737553	0.823483
0.721261	0.657982	0.358774
0.610365	0.415004	0.814954
0.773965	0.274311	0.044742
0.601041	0.514091	0.630215
0.180893	0.278501	0.452489
0.642986	0.742832	0.413655
0.618052	0.618289	0.854436
0.181457	0.307928	0.0233282
0.00918198	0.951453	0.990755
0.20494	0.604093	0.935652
0.559567	0.546866	0.439128
0.449752	0.306805	0.200814
0.2158	0.0498956	0.209561
